mood,sleep,food,stress,sessionID,userID,real_stress,user_sessionID
0.64,0.71,0.57,0.62,17,3067,0.38,3067_17
0.68,0.7,0.69,0.69,17,3068,0.31000000000000005,3068_17
0.81,0.66,0.72,0.65,17,3069,0.35,3069_17
0.61,0.39,0.42,0.59,17,3070,0.41000000000000003,3070_17
1.0,0.94,0.94,0.96,17,3071,0.040000000000000036,3071_17
0.64,0.78,0.67,0.81,17,3072,0.18999999999999995,3072_17
0.7,0.37,0.5,0.51,17,3073,0.49,3073_17
0.67,0.71,0.57,0.64,17,3074,0.36,3074_17
0.46,0.55,0.54,0.45,17,3075,0.55,3075_17
0.99,0.91,1.0,0.98,17,3076,0.020000000000000018,3076_17
0.57,0.34,0.6,0.1,17,3077,0.9,3077_17
0.72,0.73,0.78,0.6,17,3078,0.4,3078_17
1.0,,1.0,0.86,18,3051,0.14,3051_18
0.69,,0.7,0.56,18,3053,0.43999999999999995,3053_18
0.75,,0.72,0.33,18,3054,0.6699999999999999,3054_18
0.92,,0.8,0.85,18,3055,0.15000000000000002,3055_18
0.72,,0.94,0.45,18,3056,0.55,3056_18
0.67,,0.67,0.48,18,3057,0.52,3057_18
0.37,,0.63,0.38,18,3058,0.62,3058_18
0.39,,0.64,0.22,18,3059,0.78,3059_18
0.39,,0.3,0.13,18,3060,0.87,3060_18
0.64,,0.68,0.66,18,3061,0.33999999999999997,3061_18
0.84,,0.84,0.88,18,3062,0.12,3062_18
0.78,,0.8,0.61,18,3063,0.39,3063_18
0.7,,0.8,0.24,18,3064,0.76,3064_18
0.23,,1.0,0.23,18,3065,0.77,3065_18
1.0,,0.98,0.73,18,3066,0.27,3066_18
0.57,,0.56,0.58,18,3067,0.42000000000000004,3067_18
0.6,,0.45,0.45,18,3068,0.55,3068_18
0.88,,0.61,0.86,18,3069,0.14,3069_18
0.64,,0.56,0.63,18,3070,0.37,3070_18
0.96,,0.94,0.98,18,3071,0.020000000000000018,3071_18
0.7,,0.7,0.7,18,3072,0.30000000000000004,3072_18
1.0,,0.67,0.49,18,3073,0.51,3073_18
0.66,,0.64,0.66,18,3074,0.33999999999999997,3074_18
0.61,,0.29,0.72,18,3075,0.28,3075_18
0.99,,0.99,1.0,18,3076,0.0,3076_18
0.35,,0.57,0.1,18,3077,0.9,3077_18
0.64,,0.62,0.66,18,3078,0.33999999999999997,3078_18
0.92,0.83,0.87,0.87,19,3051,0.13,3051_19
0.67,0.77,0.69,0.64,19,3053,0.36,3053_19
0.92,0.89,0.8,0.47,19,3054,0.53,3054_19
0.18,0.23,0.64,0.13,19,3055,0.87,3055_19
0.83,0.96,1.0,0.67,19,3056,0.32999999999999996,3056_19
0.69,0.7,0.71,0.48,19,3057,0.52,3057_19
0.55,0.6,0.64,0.35,19,3058,0.65,3058_19
0.87,0.86,0.86,0.14,19,3059,0.86,3059_19
0.74,0.95,0.87,0.32,19,3060,0.6799999999999999,3060_19
0.67,0.8,0.78,0.72,19,3061,0.28,3061_19
0.78,0.66,0.78,0.6,19,3062,0.4,3062_19
0.65,0.7,0.71,0.54,19,3063,0.45999999999999996,3063_19
0.72,0.73,0.76,0.76,19,3064,0.24,3064_19
1.0,1.0,1.0,1.0,19,3065,0.0,3065_19
0.98,0.84,1.0,0.63,19,3066,0.37,3066_19
0.56,0.57,0.63,0.44,19,3067,0.56,3067_19
0.41,0.37,0.38,0.55,19,3068,0.44999999999999996,3068_19
0.98,0.7,0.76,0.79,19,3069,0.20999999999999996,3069_19
0.67,0.6,0.46,0.57,19,3070,0.43000000000000005,3070_19
1.0,1.0,1.0,0.97,19,3071,0.030000000000000027,3071_19
0.61,0.42,0.59,0.7,19,3072,0.30000000000000004,3072_19
0.01,0.0,0.51,0.0,19,3073,1.0,3073_19
0.66,0.65,0.68,0.79,19,3074,0.20999999999999996,3074_19
0.52,0.55,0.42,0.7,19,3075,0.30000000000000004,3075_19
1.0,0.97,1.0,1.0,19,3076,0.0,3076_19
0.32,0.45,0.31,0.12,19,3077,0.88,3077_19
0.72,0.79,0.75,0.64,19,3078,0.36,3078_19
0.92,,1.0,0.97,20,3051,0.030000000000000027,3051_20
0.63,,0.73,0.58,20,3053,0.42000000000000004,3053_20
1.0,,1.0,0.69,20,3054,0.31000000000000005,3054_20
0.84,,0.8,0.14,20,3055,0.86,3055_20
0.73,,0.84,0.92,20,3056,0.07999999999999996,3056_20
0.82,,0.79,0.76,20,3057,0.24,3057_20
0.59,,0.72,0.44,20,3058,0.56,3058_20
0.89,,0.93,0.11,20,3059,0.89,3059_20
0.96,,0.86,0.7,20,3060,0.30000000000000004,3060_20
0.75,,0.74,0.76,20,3061,0.24,3061_20
0.77,,0.87,0.8,20,3062,0.19999999999999996,3062_20
0.64,,0.68,0.62,20,3063,0.38,3063_20
0.73,,0.83,0.74,20,3064,0.26,3064_20
1.0,,1.0,0.78,20,3065,0.21999999999999997,3065_20
0.77,,1.0,0.75,20,3066,0.25,3066_20
0.56,,0.66,0.56,20,3067,0.43999999999999995,3067_20
0.62,,0.77,0.74,20,3068,0.26,3068_20
0.88,,1.0,0.88,20,3069,0.12,3069_20
0.6,,0.55,0.37,20,3070,0.63,3070_20
0.93,,1.0,0.94,20,3071,0.06000000000000005,3071_20
0.63,,0.57,0.65,20,3072,0.35,3072_20
0.48,,0.47,0.47,20,3073,0.53,3073_20
0.68,,0.68,0.62,20,3074,0.38,3074_20
0.55,,0.63,0.71,20,3075,0.29000000000000004,3075_20
0.97,,0.98,1.0,20,3076,0.0,3076_20
0.26,,0.17,0.06,20,3077,0.94,3077_20
0.84,,0.91,0.87,20,3078,0.13,3078_20
