mood,sleep,food,stress,sessionID_x,userID,real_stress,user_sessionID,participantID,sessionID_y,Dsubj_perf_oo,Ssubj_perf_oo,subj_perf_no,subj_RT_no,Dsubj_RT_oo,Ssubj_RT_oo,OKubj_RT_no,OKDsubj_RT_oo,OKSsubj_RT_oo,NOKubj_RT_no,NOKDsubj_RT_oo,NOKSsubj_RT_oo,medianRT,Dsubj_optout_oo,Ssubj_optout_oo,HRopt_,SO_HRopt,SO_HRopt_,DHL_oo,DHR_oo,Dsigma_oo,SHL_oo,SHR_oo,Ssigma_oo,no_bias,no_sigma,HmiddleDO,HmiddleSO,risk_av,DoverConf,SoverConf,real_OK_NO_RT,real_OK_DO_RT,real_OK_SO_RT,real_NOK_NO_RT,real_DO_RT,real_SO_RT
0.69,0.15,0.37,0.58,1,3053,0.42000000000000004,3053_1,3053,1,75.52083333333333,90.35714285714286,87.5,0.9766760337212806,1.2842657094944272,1.0352138286069716,0.9013790823426627,0.7775048999935092,0.9421895293645142,1.9035728623030312,1.0468628238127504,0.7922639147997635,1058.6750000002212,36.25,51.25,0.015142258007470011,,0.03707935526849118,-0.08183264368131092,0.04098768861967681,0.08178114838392496,-0.09844972955360304,0.09765523847857759,0.11248631043919011,0.00785371703469538,0.04741820754789463,-0.020422477530817055,-0.00039724553751272623,-0.14836309523809532,-0.6043950750344792,-0.45121215747824245,954.2674999993178,823.1250000008004,997.4725000001854,2015.2649999990826,1359.6199999992969,1095.9550000007148
0.8,,0.63,0.42,2,3053,0.5800000000000001,3053_2,3053,2,93.75,100.0,80.0,1.0302762153510727,1.0725214563707652,1.1049042692291633,0.9765426693173189,0.8446598671739167,0.8584997228977702,1.5197539445131265,1.3364891470435616,,816.4824999994307,46.25,58.75,0.0912128405990895,,0.1318283553817131,-0.12065987101156578,0.028250314807937105,0.059462462496157976,-0.08461983754220193,0.08374806984753774,0.06459853259849001,-0.0486368628773023,0.07606360663991923,-0.04620477810181434,-0.0004358838473320914,-0.0625,0.10115263306790614,0.22056336460878204,797.3300000003219,689.6499999993466,700.95000000039,1240.8525000000736,875.6950000006327,902.1350000002714
0.51,0.56,0.48,0.47,3,3053,0.53,3053_3,3053,3,88.54166666666667,90.17857142857143,90.0,1.160465188882708,1.017102716200796,1.0655885107678005,1.1004370902255005,0.8804620668112296,0.9241117702143529,1.2349828285936937,1.04983140805103,0.992535123316262,800.7500000021537,48.75,57.5,0.02101990084490073,,0.04402581804422929,-0.0800577400674346,0.08927286968768883,0.04554119346211985,-0.08969964924549524,0.10659366973846761,0.07310187149878399,0.0030964848119156303,0.04930727762691534,0.004607564810127113,0.008447010246486183,-0.016369047619047592,-0.6022167776235281,-0.3806703124658413,881.1750000004396,705.0300000009884,739.9825000011333,988.91249999906,814.4449999999779,853.2699999996112
0.85,,0.85,0.66,4,3053,0.33999999999999997,3053_4,3053,4,97.5,83.33333333333333,82.5,1.0289026537408728,1.0978942604808914,1.1131640539374683,0.9873323292533694,0.8862561252412716,0.9050649470029608,1.2226016984506831,0.8341853871010337,1.692772745592927,707.1150000000343,42.5,53.75,0.057542949603483655,,0.08418572965469683,-0.07663545108149133,0.040284293452458944,0.03680728326036793,-0.09512035956407008,0.09673193245226278,0.09459229925828856,-0.029614154019384727,0.05547187266083836,-0.018175578814516195,0.0008057864440963458,0.14166666666666672,-0.007904313435714683,-0.0651840213770553,698.1575000000303,626.6850000000122,639.9850000000297,864.5199999999968,776.3374999999833,787.1350000000311
0.74,0.6,0.91,0.77,5,3053,0.22999999999999998,3053_5,3053,5,93.53146853146853,100.0,85.0,0.9769813393178016,0.8347168499282771,1.9384233047146973,0.9459618568227834,0.8206630606995394,0.9739943658410323,1.3318622357259358,2.043421744060587,,1265.4950000000244,35.0,35.0,0.03899196739830656,,0.0671330955373115,-0.06664667921838,0.06820916873965016,0.10698372374540073,-0.02555960917289957,0.05388630439168492,0.04708361535982694,-0.00949250023348785,0.057900973603038926,0.0007812447606350831,0.014163347609392673,-0.06468531468531466,-0.2672052772529732,0.25651461157329897,1197.1099999999715,1038.5449999999837,1232.585000000021,1685.4650000000256,1056.3300000000054,2453.064999999973
0.89,,1.0,0.93,6,3053,0.06999999999999995,3053_6,3053,6,86.11111111111111,94.64285714285715,86.25,0.9935111158805494,1.2284130135393565,1.0611149863175338,0.9623938044391578,0.8794906190195124,0.8485843572821421,1.4176387472947833,0.939586127953353,0.9975675627335954,698.8875000000098,40.0,41.25,0.033991798748808456,,0.06212163758902126,-0.08232277166424376,0.057774265545686536,0.08348732954229217,-0.07693625320883064,0.09639015918198945,0.07400832972254513,-0.004504165803904043,0.05788289931351534,-0.012274253059278612,0.009726952986579405,-0.08531746031746039,-0.34656487766709887,-0.16494669740653237,672.6049999999814,614.6650000000081,593.0650000000314,990.7699999999968,858.5224999999991,741.6000000000058
0.44,0.74,0.66,0.62,7,3053,0.38,3053_7,3053,7,86.45833333333333,91.47727272727272,85.0,1.0165229831249019,1.2486424339566982,1.3251717086981594,0.9876302327148891,0.9003452899012295,0.9418774483000504,1.4658530008763089,1.3245874871733638,1.2783778115661286,667.5550000000221,30.0,43.75,0.03717251793524712,,0.06488622551672345,-0.041154939828964184,0.0620857698208597,0.0685364326175229,-0.05139188783410094,0.0855931430333016,0.059873859889180724,-0.008121102413564504,0.05721428503849585,0.010465414995947758,0.017100627599600328,-0.05018939393939391,-0.16271392557249817,-0.02703796640514278,659.2975000000097,601.0300000000352,628.754999999961,978.5375000000168,833.5374999999913,884.6250000000291
0.13,,0.31,0.13,8,3053,0.87,3053_8,3053,8,87.5,83.33333333333333,86.25,1.0450195994224263,1.0981832501050521,1.1407220462185812,0.983572285170515,0.8645832214652056,0.8959780916092374,1.7244053052695483,0.8762927562709862,3.4551719200343505,698.3624999984386,41.25,47.5,0.047149856370996925,,0.08218366379680486,-0.042714373751756914,0.09362230298760138,0.05270766290269345,-0.05807201054643863,0.11326431013808942,0.030856205364729383,-0.010425008429177934,0.06834910985081115,0.025453964617922233,0.027596149795825396,0.04166666666666671,-0.1822650974197777,-0.020759360604697307,686.890000000858,603.7924999991446,625.717500000057,1204.2599999986123,766.9299999997747,796.6375000005428
0.59,0.53,0.83,0.42,9,3053,0.5800000000000001,3053_9,3053,9,86.11111111111111,89.16666666666667,85.0,1.0450707612115755,1.079739682515147,1.141487517404257,0.9319148771133181,0.847606452088402,0.8955394645496805,1.444572000356879,1.0040800654672712,1.0682092313421754,644.5974999999471,35.0,43.75,0.032083404165253224,,0.07035554152980936,-0.04379127659262963,0.06281166419812766,0.05770532105616105,-0.08305637901491215,0.07390210932753298,0.07843635871025958,0.008036084077590181,0.07289716150320617,0.009510193802749013,-0.004577134843689587,-0.030555555555555572,-0.24849912047429962,-0.054582015912136905,600.7100000000028,546.3650000000089,577.2625000000153,931.1674999999668,695.9975000000004,735.7999999999302
0.9,,0.85,0.94,10,3053,0.06000000000000005,3053_10,3053,10,90.9090909090909,95.83333333333333,90.0,0.9855252497977607,0.9151293031389538,2.775926854674564,0.9648959016501389,0.7883183519156121,1.0517958412098936,1.9728251224882156,1.4792999241292775,2.642516363824068,972.0374999997148,27.5,23.75,0.03140423742737773,,0.046254321500977746,-0.04336237649118273,0.0471164543466197,0.07419811863123087,-0.04881268926796947,0.03676012060222936,0.032112768483379975,-0.015837357330744033,0.03389689305867191,0.0018770389277184864,-0.006026284332870058,-0.04924242424242422,-0.18051302981699127,0.038947532266237386,937.9149999999718,766.2749999999469,1022.3849999997619,1917.6600000000763,889.5399999996698,2698.304999999935
0.88,0.88,0.78,0.73,11,3053,0.27,3053_11,3053,11,90.7451923076923,88.42780026990555,87.5,1.0069457255661556,1.3791831162610475,1.4203409216705796,0.9439222595297921,0.9091705715242869,0.95125078404596,1.6533870789221552,1.1366361657394548,1.2850883666018196,542.0599999997685,17.5,22.5,0.026583278685070814,,0.05243940153369121,-0.03302648744686407,0.009520727066381834,0.06135226859143723,-0.04418053698977757,0.042045217470970335,0.05795247224639068,0.0005208886821641625,0.0541715283143828,-0.011752880190241117,-0.0010676597594036184,0.023173920377867602,0.11094895382279737,0.09760650843656003,511.6625000005006,492.8250000002445,515.6349999997328,896.2350000001607,747.6000000001441,769.9100000004255
0.76,,0.65,0.78,12,3053,0.21999999999999997,3053_12,3053,12,74.86111111111111,84.72222222222223,80.0,1.0816934189403773,1.3963162118772092,1.2291011235948057,0.9996027287317591,0.8576444622798585,0.9342696629212525,1.4940770465485795,0.9617576243977425,0.9713402889237613,623.0000000000437,15.0,35.0,0.022398128608602245,,0.06100291086902664,-0.000629542573170598,0.08078577533116876,0.10021410043755312,-0.05600973650565021,0.07948142302804737,0.06522892934922617,0.018070060906440734,0.07335276796020013,0.040078116378999086,0.01173584326119858,-0.09861111111111115,-0.2901402716182735,-0.05237085782148431,622.7524999999296,534.3125000003893,582.0499999999811,930.8099999998303,869.9049999995623,765.7299999996176
0.45,0.61,0.73,0.43,13,3053,0.5700000000000001,3053_13,3053,13,92.36111111111111,89.32539682539684,87.5,0.981587143953817,1.3900329526460489,1.401810138581626,0.9724597120023307,0.920520922675171,0.8925743691591969,1.7089784679272626,1.0146616711046192,0.9988714846753398,553.8249999999534,32.5,22.5,0.01554602364623208,,0.038440744278841275,-0.04707292904577443,0.06614544317349492,0.06933056904748768,-0.017158507884693246,0.06680154889368427,0.0493015204571888,0.008453798116891917,0.049112448666077356,0.009536257063860246,0.02482152050449551,0.030357142857142777,-0.5690949080785378,-0.04400957604520086,538.5724999996455,509.80750000053376,494.32999999955064,946.4749999997366,769.8349999991333,776.3574999999037
0.53,,0.59,0.03,14,3053,0.97,3053_14,3053,14,95.83333333333333,98.4375,86.25,0.9311367920015383,1.1766523975338041,1.2018017442398536,0.9116857809181592,0.8719052486975799,0.8474666964835702,1.4446139347610627,2.753697728653944,2.1663259112539204,626.060000000507,43.75,45.0,0.047094187136813806,,0.07512204461357343,-0.07806189050787607,0.0758775198715102,0.07982413838368774,-0.07596573453512248,0.08537199841824845,0.02575545829825239,-0.01771345807535382,0.05771947179648503,-0.0010921853181829339,0.004703131941562987,-0.026041666666666713,-0.2408075185506352,-0.03560427129088709,570.770000002085,545.8650000000489,530.5650000009337,904.4149999972433,736.65500000061,752.3999999994121
0.7,0.69,0.63,0.73,15,3053,0.27,3053_15,3053,15,85.83333333333333,96.42857142857143,86.25,1.0001717087267235,1.3145161654700326,1.2383317141486423,0.9856713585277671,0.8952396014551084,0.9214613316431826,1.7445154876729825,0.8038815209780742,1.2998892930538077,553.2625000014377,22.5,42.5,0.03031019302611114,,0.05952600338139706,-0.015714843897481713,0.07468433772211619,0.05902404680121972,-0.04605481054570807,0.09423419581495963,0.0659250092584997,0.0003158299965679272,0.05960617753565463,0.02948474691231724,0.024089692634625782,-0.10595238095238102,-0.19718501401148067,-0.08188831894384369,545.3349999988859,495.302500001344,509.8099999995611,965.1750000011816,727.2725000002538,685.1225000009435
0.64,,0.65,0.7,16,3053,0.30000000000000004,3053_16,3053,16,85.48611111111111,89.28571428571429,83.75,0.9582451574460101,1.18702489079355,1.2341820125567229,0.9589768530087163,0.8543925831481274,0.9230974820034586,0.9575134618833041,0.8840152998859891,0.6899231938739535,570.5924999999697,40.0,41.25,-0.02594021334413069,,-0.010127007141619621,-0.06999809067692372,0.06510613278202636,0.05699652181845812,-0.049357085038699476,0.09318987146554043,0.07553223527530695,0.04251670433757214,0.03584168447852689,-0.0024459789474486834,0.02191639321342048,-0.03799603174603178,-0.44508357613936383,-0.7511806694361929,547.1850000003469,487.509999999922,526.7125000000306,546.3499999996202,677.3075000000827,704.2149999997346
0.44,0.59,0.83,0.28,17,3053,0.72,3053_17,3053,17,86.38888888888889,85.0,82.5,1.030667979562713,1.2121047626243704,1.1289881418274514,0.990982233779935,0.8398515413953765,0.9272477087376781,1.792271568155513,0.8644179059278262,0.8496982856539411,594.1050000001269,32.5,40.0,-0.0009932844417122658,,0.028685806619427,-0.026639495476194038,0.1065639803967471,0.07186972075325194,-0.05228194983280576,0.09384261794930428,0.04965483725752468,0.032104950182867555,0.06033204705102851,0.03996224246027653,0.020780334058249257,0.013888888888888857,-0.9706107223057047,-0.4361406395833677,588.747499999954,498.96000000080676,550.882499999716,1064.7974999992584,720.1174999991053,670.7375000005413
