RT_no,Doptout,Dperf_oo,Sperf_oo,perf_no,DRT_oo,SRT_oo,DRT_OKoo,SRT_OKoo,RT_noNOK,Soptout,RTeff,DOeff,SOeff,difficulty,sessionID,userID
1.0191408337786818,20.0,75.0,100.0,75.0,0.9144118564047609,1.2347619365757805,0.9981154240156727,0.93540942900409,1.2739288259398087,20.0,0.089744469405727,5.25,-12.5,1,1,3051
1.1082921343309737,35.0,84.61538461538461,86.66666666666667,75.0,0.9231805629788583,1.1929672189559655,0.925875200427555,0.9798291911633326,0.9252850525566398,25.0,0.11439465546627359,16.25,-6.75,2,1,3051
0.9547813112418082,15.0,82.3529411764706,54.54545454545455,65.0,0.936169383573785,1.094145287724895,0.9242495100659684,1.0010884331016723,1.050268350258301,45.0,-0.10344253270847603,-4.0,5.5,3,1,3051
0.9990201318368185,25.0,40.0,54.54545454545455,55.0,1.359060440049912,0.9117840281489175,0.9737829592018792,0.8925708177445264,1.0871748619276607,45.0,-0.06223789854429451,5.0,3.75,4,1,3051
0.9213146674309566,10.0,100.0,87.5,100.0,1.1971005086336708,1.0505772314121804,0.9630044951107124,0.826425727845082,,20.0,-0.008081696941998229,-4.75,-12.5,1,2,3051
0.9425660370062595,10.0,88.88888888888889,88.23529411764706,85.0,1.2272714128266358,1.172963785276961,1.0590115896099221,0.7918400395870604,1.0353150594258516,15.0,-0.05133144185844063,-8.75,-16.75,2,2,3051
1.0169940268698852,25.0,93.33333333333333,84.61538461538461,70.0,1.234134570583373,1.0397426958436007,0.9747836787950453,0.8119346971839377,1.338094059964358,35.0,-0.04122981708039908,6.0,-4.5,3,2,3051
1.1426579313491667,20.0,50.0,64.28571428571429,75.0,1.1850964087316354,1.0259135614852093,1.0048774688601674,0.9528607736518857,1.0133760888330599,30.0,0.08139990096805372,0.0,-11.25,4,2,3051
1.03262617490339,70.0,66.66666666666667,90.9090909090909,65.0,0.8681574094160958,0.9558154969765789,0.9343515295211572,0.8774832960388984,1.6197399245015762,45.0,0.10322981053043523,55.25,12.5,1,3,3051
1.0351235712760054,70.0,66.66666666666667,87.5,90.0,0.9263687804404034,0.858713473605297,1.1987659923862488,0.9357995996806963,1.1448201323717144,60.0,0.04122609241130526,51.25,28.25,2,3,3051
1.6598136921250677,85.0,66.66666666666667,87.5,65.0,0.8185741230834676,0.9932239760547403,1.0980910133035335,0.9726939089217035,1.4494710084231335,60.0,0.6015898481747834,66.0,20.5,3,3,3051
1.1133193597994961,85.0,66.66666666666667,72.72727272727273,50.0,0.889366915261697,0.9037951505292553,2.8561557409900313,0.903606271817773,1.4900563225864747,45.0,0.05206132941838315,65.0,3.75,4,3,3051
0.9434087065659422,20.0,87.5,100.0,85.0,1.005816649396115,1.181993617368434,0.9743501445681159,0.999133980683042,1.362187005622587,15.0,0.014012342192987415,5.25,-17.5,1,4,3051
1.082605968034133,20.0,75.0,93.33333333333333,85.0,1.5500552343043772,1.455553434070063,0.8594627952641843,0.9247040532352362,0.6873056570848176,25.0,0.08870848916943275,1.25,-6.75,2,4,3051
1.0237848453384335,25.0,73.33333333333333,83.33333333333333,50.0,1.1752359391229905,1.158512219740063,0.6911311439601068,1.0065940210568447,1.2180697997844578,40.0,-0.034438998611850735,6.0,0.5,3,4,3051
1.0060280399289079,10.0,50.0,66.66666666666667,65.0,1.075517565880527,1.1479733784325599,0.926040586991743,1.0357829632790083,1.021459549388404,25.0,-0.05522999045220511,-10.0,-16.25,4,4,3051
0.823854170701903,10.0,94.44444444444444,90.9090909090909,85.0,1.9332390582819239,1.1566838428060848,0.9096315524384609,0.8700392597467606,1.208728836542164,45.0,-0.10554219367105178,-4.75,12.5,1,5,3051
1.1080934485298302,20.0,81.25,100.0,75.0,3.896791419677532,1.1797973732122822,0.9407100331890497,0.9880412743917218,1.1247142691108316,30.0,0.11419596966513001,1.25,-1.75,2,5,3051
0.9969844898156566,10.0,83.33333333333333,64.28571428571429,85.0,2.5876499683589422,1.0846021722003376,0.9132734105605427,0.9307530381096146,1.2115183448913212,30.0,-0.061239354134627666,-9.0,-9.5,3,5,3051
1.1538103909178272,10.0,61.111111111111114,60.0,50.0,2.0959732930401977,1.0897550140121757,0.9089018893745493,0.9810771893120362,0.89684307724002,50.0,0.09255236053671423,-10.0,8.75,4,5,3051
0.8632559162071548,5.0,89.47368421052632,100.0,100.0,1.2504985788538763,1.3897080761886345,0.8827829336828767,1.0015938820039163,,30.0,-0.0661404481658,-9.75,-2.5,1,6,3051
1.0242537020461022,5.0,94.73684210526316,87.5,95.0,1.4710274650166724,1.264156498797751,0.9181938097692466,1.0218236208573144,0.8536533659928887,20.0,0.030356223181402076,-13.75,-11.75,2,6,3051
0.9424867699918811,0.0,70.0,69.23076923076923,65.0,,1.4724329077720248,0.9544330333994778,0.9510607559535893,1.0748260862729158,35.0,-0.11573707395840316,-19.0,-4.5,3,6,3051
1.0379155478119104,10.0,55.55555555555556,50.0,45.0,1.4887957161472345,1.3631459933094219,0.9143582858293908,0.9934046261803,1.1108807964665193,20.0,-0.02334248256920257,-10.0,-21.25,4,6,3051
0.9286998781569782,10.0,100.0,92.3076923076923,85.0,1.3377859236015341,0.9589084595758942,0.8233805860174271,0.9462099482603293,1.9950227634389661,35.0,-0.0006964862159766216,-4.75,2.5,1,7,3051
0.8979804569271702,20.0,81.25,93.75,65.0,1.217579792836191,1.2869021362095878,0.9778647586138113,1.0127468339994288,1.11465937684747,20.0,-0.09591702193752993,1.25,-11.75,2,7,3051
0.9226940587260744,5.0,73.6842105263158,91.66666666666667,60.0,1.3848246059105964,1.2737687207266915,0.9762701100061222,0.8858928824117566,1.2643630552372958,40.0,-0.1355297852242099,-14.0,0.5,3,7,3051
1.1545773663450916,20.0,37.5,42.857142857142854,50.0,1.071949026474999,1.089124289400278,1.0611834225591927,1.1862735961418853,0.9375118649463469,65.0,0.09331933596397857,0.0,23.75,4,7,3051
0.902994649180627,5.0,100.0,93.75,90.0,1.3766858108876132,1.2382927179006409,0.9020852358084905,0.9186659924608308,0.8385847867627886,20.0,-0.026401715192327813,-9.75,-12.5,1,8,3051
0.9715930959981579,20.0,81.25,81.81818181818181,90.0,1.222323268149409,1.206319856913433,0.915035885984758,0.9691327743523045,1.182343041282113,45.0,-0.02230438286654224,1.25,13.25,2,8,3051
1.0144789174564943,20.0,75.0,62.5,60.0,1.272680618552213,1.005365916247876,0.9563745726481584,1.0644664649070548,1.350354331598364,60.0,-0.043744926493789915,1.0,20.5,3,8,3051
1.1609774873099885,20.0,68.75,66.66666666666667,55.0,1.2249496237841306,1.0451536946265774,1.076949201144645,1.0403877648105202,1.1179444993720018,55.00000000000001,0.09971945692887552,0.0,13.750000000000007,4,8,3051
0.9097491837033367,15.0,82.3529411764706,76.92307692307692,75.0,1.215084861355501,1.392988625367894,1.009759948375716,0.9041515663053881,0.8725034985598779,35.0,-0.019647180669618125,0.25,2.5,1,9,3051
0.9535397753338613,10.0,66.66666666666667,77.77777777777777,75.0,1.5160536797308957,1.1491442104088907,0.9186013132938065,0.9019125192877274,1.155298001390736,10.0,-0.040357703530838895,-8.75,-21.75,2,9,3051
1.1450715849368156,10.0,61.111111111111114,91.66666666666667,85.0,1.3281531451018365,1.2045642110968862,0.8795364025033247,0.8826007391624626,1.1299364885549372,40.0,0.08684774098653136,-9.0,0.5,3,9,3051
0.9605080914769571,10.0,61.111111111111114,73.33333333333333,60.0,1.5279952636023002,1.3722630880335354,0.949406150263283,1.1387491477997636,1.0161003265220072,25.0,-0.10074993890415584,-10.0,-16.25,4,9,3051
0.9315957093450217,5.0,73.6842105263158,92.85714285714286,90.0,0.5907192122073246,1.1500361462255146,0.8584826400419217,0.9266720071899128,1.303538422460818,30.0,0.0021993449720668634,-9.75,-2.5,1,10,3051
