,,intercept,1|subj,slope,slope|subj,dwaic,d_loo,r2,r2_std,control_r2,control_r2_std,R2Model-r2Control
Dsubj_optout_oo,mood,25.3005049509585,0.067820684978156,1.34464987549911,0.021084424429291,3.29565839665065,3.24835573613655,0.54728107255529,0.011285578196459,0.535117573161675,0.010792699728051,0.012163499393615
,real_stress,25.3549382064792,0.08178518558072,1.76369489287263,0.027926101582169,11.2514472939029,11.218914116575,0.56216895182609,0.013330485000905,0.535283886246342,0.010309597011227,0.026885065579748
,food,23.0326123400548,0.537314747202049,4.08889861212383,-0.173874898486029,-0.162972795543283,0.228808517320431,0.540750883005282,0.011427831606964,0.536985159533245,0.01047236850425,0.003765723472037
,sleep,27.9066321531715,-0.006190864225982,-0.853161831465175,-0.03385470017694,-0.459396091858025,-0.592467196192047,0.413540418667674,0.012375424196528,0.408542347865265,0.009498481574025,0.004998070802409
OKubj_RT_no,mood,1.00327594837105,0.000112521303754,-0.027904328100376,-0.00010550504049,1.04476561074944,1.30440168971541,0.318808655515274,0.009790342396065,0.312539793093675,0.00934387997071,0.006268862421599
,real_stress,0.970246879902534,-6.51456540669222E-06,0.031011207705634,0.000228663526919,1.04499367933011,1.68911790527216,0.326221384973561,0.01129939946702,0.312209339307461,0.009369371456792,0.0140120456661
,food,0.980235374348048,0.000263056825988,0.005739478279458,0.000163397334859,-0.671375361151377,-1.74737076501117,0.315260365880531,0.009636122940819,0.312698788598768,0.009043877246979,0.002561577281763
,sleep,0.986750013462319,0.000389569312156,0.002485639127605,-0.000804862599342,-1.10786889641258,-1.28265051411097,0.275537328771093,0.008646396619349,0.271460149547303,0.008291356268617,0.00407717922379
