mood,sleep,food,stress,sessionID_x,userID,real_stress,user_sessionID,participantID,sessionID_y,Dsubj_perf_oo,Ssubj_perf_oo,subj_perf_no,subj_RT_no,Dsubj_RT_oo,Ssubj_RT_oo,OKubj_RT_no,OKDsubj_RT_oo,OKSsubj_RT_oo,NOKubj_RT_no,NOKDsubj_RT_oo,NOKSsubj_RT_oo,medianRT,Dsubj_optout_oo,Ssubj_optout_oo,HRopt_,SO_HRopt,SO_HRopt_,DHL_oo,DHR_oo,Dsigma_oo,SHL_oo,SHR_oo,Ssigma_oo,no_bias,no_sigma,HmiddleDO,HmiddleSO,risk_av,DoverConf,SoverConf,userID_y,real_OK_NO_RT,real_OK_DO_RT,real_OK_SO_RT,real_NOK_NO_RT,real_DO_RT,real_SO_RT
1.0,0.73,0.5,0.31,1,992,0.69,992_1,992,1,53.57905982905984,69.91452991452992,56.666666666666664,0.9825194618272305,1.1842882712012683,1.2540540832338585,1.015617924215358,0.9863659888815675,0.9100608113074241,0.9313797899335977,0.9513779570531448,0.9479492377555143,927.4599999771453,21.666666666666668,31.666666666666668,0.14607868530011708,,0.3428965855150139,-0.023292412937329515,0.4736859001577243,0.5842353567596841,-0.10449064398354473,0.5065368263214555,0.5580620471932123,0.060239382552695266,0.21947479490776503,0.2251967436101974,0.20102309116895536,-0.16335470085470086,-0.25955098309039076,0.0576530773353971,,941.9449999695644,914.8150000255555,844.0450000343844,863.8174999505281,1098.3799999812618,1163.0850000074133
0.83,,1.0,0.45,2,992,0.55,992_2,992,2,83.33333333333333,83.33333333333333,60.0,1.0599595216878965,1.0917436369408522,1.0223416130227339,0.9823465195076546,0.9210229991700565,0.8818153942114189,1.2665709905267708,0.9969530818661777,0.8927641827884821,1019.0624999813735,41.666666666666664,45.0,0.6392692584872204,,1.2469361510348744,-0.18491311807432673,0.09554232855549595,0.06744169982961379,-0.703991820772283,0.17425707912560343,0.6043455903599877,-0.002271002578257022,0.5152138873374708,-0.04468539475941539,-0.2648673708233398,0.0,0.6402097080845224,0.4791119017991242,,1001.0725000174716,938.5800000745803,898.625000147149,1290.7150000100955,1112.554999999702,1041.8300000019372
0.81,0.94,0.82,0.5,3,992,0.5,992_3,992,3,52.10084033613446,34.09090909090909,55.0,1.013570425855082,1.0890337202974338,1.1566603335533119,0.9576311798159002,0.8996341002133507,0.83163538572871,1.0156282594184498,0.8607156750493256,0.9444554070934494,886.8549999897368,31.666666666666668,58.333333333333336,3.2118055270449393,,6.77318295212335,-0.20330335649270218,0.5492051678331951,0.8964605170279818,-0.9609457503527008,0.8477843432165341,1.1681651313399641,0.5214753810154169,1.0839253563280136,0.17295090567024646,-0.05658070356808337,0.18009931245225366,0.7902742516751585,0.7644130529921137,,849.2799999658018,797.844999935478,737.5400000018999,900.7149999961257,965.8150000032037,1025.7900001015514
0.92,,0.82,0.33,4,992,0.6699999999999999,992_4,992,4,55.24509803921569,61.50793650793651,65.0,0.9472575175309088,1.1770713692828647,1.1154148767112422,0.9231562286951736,0.8696329791153612,0.8488778355010942,1.0187896600702946,0.8896646318519628,0.9735775114581044,829.3125000200234,33.333333333333336,36.666666666666664,0.03276353678726544,,0.13252178583712965,-0.052666331973847784,0.5166077554862725,0.6251201326467342,-0.27042375144231345,0.356600268107542,0.6039698364908055,0.071809925148235,0.14667834487224318,0.23197071175621234,0.04308825833261426,-0.06262838468720823,-0.7935508704245925,-0.4057769292782833,,765.5849999282509,721.197500010021,703.9849999709986,844.8949999874459,976.1599999619648,925.0274999649265
0.98,0.91,0.68,0.86,5,992,0.14,992_5,992,5,63.47222222222222,85.0,63.333333333333336,1.0358428935041843,1.259661142933391,1.0909735499943167,0.9604843849370557,0.9153627575285161,0.8279397705410602,1.2145342043076595,0.9404716379292309,1.0623008285128452,941.4000000106171,21.666666666666668,53.333333333333336,0.07577626127315537,,0.2152152688894303,-0.025158541480717455,0.6285414451549328,0.9265604232724083,-0.6702648506418738,0.34464047719247487,0.7076823193920376,0.07039330258913587,0.18034253104406986,0.30169145183710766,-0.16281218672469946,-0.2152777777777778,-0.6235900644376264,-0.4043868307436724,,904.1999999899417,861.7224999470636,779.4224999961443,1143.3624999481253,1185.8449999708682,1027.0424999762326
0.88,,1.0,0.99,6,992,0.010000000000000009,992_6,992,6,74.44444444444444,50.0,55.0,1.070641275255894,1.5442914564176595,0.6465323731778945,1.0331102243917272,1.1069361293782598,0.5772265406940467,1.136530417457373,1.0950543372137926,0.7437672038303097,1712.9149999818765,43.333333333333336,96.66666666666667,2.9745601330591116,,6.730562850152819,-0.1051871720306655,0.5673478756034106,0.5080633266533838,-0.8461725139245959,0.9613849949534434,0.5481923368055932,0.9627404000457229,1.409361869694281,0.23108035178637254,0.05760624051442376,0.24444444444444444,0.7968679987805134,0.7632333470916673,,1769.6299999952316,1896.0875000339004,988.7399999424815,1946.779999998398,2645.2400000416674,1107.4549999902956
0.7,0.74,0.4,0.4,7,992,0.6,992_7,992,7,49.107142857142854,55.993589743589745,60.0,1.0028151817424573,1.0905140239075153,1.0821813173294448,0.9609491185407498,0.8738810160484943,0.8837934645251688,1.0992807254149586,0.8809001637385379,0.9689982814973,864.0649999724701,30.0,35.0,0.3387683868634859,,0.7222711281212817,-0.013512880227755462,0.805521453655674,0.9075574430563407,-0.4470267324978332,0.1662741895554924,0.6853388603071544,0.06324557886917334,0.3442759949019136,0.39600428671395926,-0.1403762714711704,-0.0688644688644689,-0.09454783634196234,0.4039381343322736,,830.3225000854582,755.0900001078844,763.6549999006093,949.8499999754131,942.2750000376254,935.0749999284743
0.85,,0.88,0.45,8,992,0.55,992_8,992,8,56.56565656565656,58.796296296296305,71.66666666666667,1.0223647753330147,1.1141739948457334,1.0372755794206048,1.0039273611766266,0.9592521984437229,0.9931414309565257,1.1602374737403296,0.8202230465234307,0.9039170558693607,873.3599999686703,21.666666666666668,28.333333333333332,0.08651371779640062,,0.17580314830860216,-0.051171202671891965,0.35663705785043814,0.6029834827602427,-0.41495178036927266,0.0190614644290592,0.6232662000110016,0.007085608092358066,0.13696988969762958,0.1527329275892731,-0.19794515797010673,-0.022306397306397444,-0.4042121145443365,-0.10489421894043773,,876.7900001257659,837.7725000027567,867.3700001090765,1013.3050000295044,973.0750001035631,905.9150000102819
0.76,0.49,0.25,0.18,9,992,0.8200000000000001,992_9,992,9,59.51447245564893,69.44444444444444,61.666666666666664,1.002517535503422,1.109995548430873,1.1687230050084758,0.9863084568460687,0.9022733015030002,0.8910301141556948,1.0568174982090466,0.8545333685838541,0.8282812179731853,831.1700000194833,23.333333333333332,43.333333333333336,0.09764358453067425,,0.27649653972051264,-0.002017024841341848,0.4221189018102197,0.5602907779316475,-0.3959120003224079,0.41059434427020924,0.6500527970219401,0.08984239161399024,0.2079908090138082,0.21005093848443893,0.007341171973900662,-0.09929971988795515,-0.3694546735084605,-0.18647544873495908,,819.7900000959635,749.9425000278279,740.597500000149,878.3950000070035,922.5950000109151,971.4075000956653
0.81,,0.37,0.16,10,992,0.84,992_10,992,10,70.1388888888889,53.333333333333336,56.666666666666664,1.0371670856119843,1.1491476022346532,1.197151827542656,1.067739458736509,0.8694995158495317,0.7752124881452721,1.0136417875444288,1.1703230602164623,0.9708458446192285,1022.4099999977625,23.333333333333332,48.333333333333336,0.36571083078929134,,0.809526551759757,-0.018868768446009012,0.44965931226203354,0.521692417755419,-0.41159509165916197,0.5281524185313329,0.7416321264744286,0.09952735096831873,0.37220199521270375,0.21539527190801228,0.058278663436085454,0.16805555555555565,0.2190871597418488,0.26547812662280584,,1091.6675000044052,888.9849999977741,792.5850000028731,1036.3575000010314,1174.8999999981606,1223.9799999952083
0.84,0.81,0.69,0.73,11,992,0.27,992_11,992,11,67.22222222222223,80.36963036963037,66.66666666666667,1.0368804086937728,1.2448070595522858,1.2025367339611235,1.0093808990887907,0.9355268190081357,0.9399101464157641,1.096426768191976,0.8957038245621215,0.9944396382914751,777.3775000823662,11.666666666666666,36.666666666666664,0.044551062545363014,,0.1708940937885742,-0.00821066282421178,0.43284974666752224,0.8176546170684944,-0.11862209027365682,0.41336253062125833,0.5163523391835585,0.08789039762825737,0.19665287908022414,0.21231954192165522,0.14737022017380075,-0.13147408147408143,-0.6638686467692396,-0.21767263924172317,,784.6699999645352,727.2574998205528,730.6649999227375,852.3375000804663,967.685000039637,934.8250000039117
0.82,,0.53,0.25,12,992,0.75,992_12,992,12,56.15384615384615,56.75366300366301,56.666666666666664,0.9942495476016586,1.24899712902917,1.0872956499857387,0.9227457635195403,0.9438194635580865,0.8744639826572447,1.0757185243790313,0.8995265826646128,0.8601231393728678,885.5824999045581,41.666666666666664,28.333333333333332,0.05460047775252621,,0.2914053031763332,-0.017594058802345002,0.8943613600046344,0.681928567490548,-0.009327777561804461,0.4540035356659693,0.5782067933977177,0.19363463697188482,0.24313798091097488,0.4383836506011447,0.2223378790520824,-0.005998168498168539,-0.7861229518767433,0.11420944987350308,,817.1675000339746,835.8299999963492,774.4099998380989,952.6375000132248,1106.0899998992682,962.8899998497218
0.88,0.65,0.86,0.87,13,992,0.13,992_13,992,13,57.45798319327732,79.73063973063972,73.33333333333333,0.9511196677259989,1.1607525248465786,1.1518424698908967,0.9487148309646948,0.9832539604098501,0.957020299439267,1.0505860099190878,0.9871685751217387,1.0040497178247363,740.1749999262393,21.666666666666668,26.666666666666668,0.09739285440412457,,0.23488746361246166,-0.022170924473804636,0.7841915720574327,0.941276469740594,-0.1535462303048098,0.0766436380750778,0.3126888430328149,0.04673845723505177,0.2027844276526312,0.38101032379181404,-0.038451296114865995,-0.222726565373624,-0.6108753773529508,0.3422815838016826,,702.214999939315,727.7800000738353,708.362500066869,777.6174998143688,859.1599999926984,852.5650000665337
0.88,,0.87,0.87,14,992,0.13,992_14,992,14,70.60887512899897,82.22222222222223,83.33333333333333,1.0047205503825791,1.286566852301552,1.1166365366168052,0.9792815012046732,0.9096193482411746,0.9038096836186045,1.3995149642397395,0.9281089620804855,0.9658670330819372,789.6324999999852,23.333333333333332,50.0,0.032487276089187195,,0.08150822009464,-0.03511894922954006,0.27814860165181243,0.5666050796955242,-0.49180521426090296,0.364862365749727,0.5547124392421725,0.01889985099876057,0.10140458251814925,0.12151482621113618,-0.06347142425558797,-0.11613347093223254,-0.6564393458434505,-0.6802608710935365,,773.2724999999846,718.2650000000358,713.6774999999543,1105.1025000000154,1015.9149999999862,881.7325000000528
0.8,0.54,0.39,0.43,15,992,0.5700000000000001,992_15,992,15,70.32828282828284,70.6959706959707,65.0,1.0584518167408699,1.1060999847045307,1.1211639402719022,0.8970391887018455,0.8493171278583216,0.8652423176828237,1.2435050705776842,0.8853794017225604,0.7951128777403149,981.1500000032538,48.333333333333336,41.666666666666664,0.24279251752144548,,0.5147185575257617,-0.26583614662198585,0.45056640594508224,0.5177826197462012,-0.5072981086821687,0.26079268604709915,0.6101122619749126,0.04225907133962829,0.309375477094609,0.0923651296615482,-0.12325271131753479,-0.0036768786768786297,-0.19202986778185985,0.1453920792551848,,880.1299999977346,833.3075000009558,848.9324999973178,1220.065000001341,1085.2499999964493,1100.030000001425
0.26,,0.11,0.11,16,992,0.89,992_16,992,16,62.85403050108933,74.80158730158729,61.666666666666664,1.0127528201736125,1.2234715823466957,1.0367218410297403,0.9034369242919985,0.7908655261748013,0.8268695303383367,1.403051367387544,1.0227660833135765,0.8794735115462703,891.5675000025658,40.0,53.333333333333336,-0.011599491235042315,,0.28081494282697017,-0.19429394796878197,0.4638163644423296,0.6014400947015783,-0.21469574194721985,0.5881883602354279,0.5583162783471018,0.3181284247419842,0.31409351895784116,0.13476120823677382,0.186746309144104,-0.11947556800497956,-0.931898822915281,-0.1768059680437659,,805.4750000010245,705.1100000098813,737.2099999920465,1250.914999996894,1090.8074999970268,924.307500004943
0.49,0.47,0.47,0.47,17,992,0.53,992_17,992,17,69.99999999999999,71.90476190476191,68.33333333333333,1.0317096403541197,1.6050156019158535,1.2769912957663376,0.9733486615125813,0.9380850714621246,0.9109476104661878,1.485616685837559,0.9105238955369599,0.9367777960350422,761.1249999899883,16.666666666666668,51.666666666666664,-0.06377798731190863,,0.02888128157819503,-0.024330517704450813,0.10863267686697474,0.1792022357327992,-0.18322420101071213,0.30672078197759084,0.2641775319590843,0.16090980969791688,0.16082015346904843,0.04215107958126196,0.061748290483439355,-0.019047619047619264,-0.020755555010832677,-0.7890751604100399,,740.8399999840185,714.0000000072177,693.345000006957,1130.7399999932386,1221.617499992135,971.9499999773689
