"","","FE","","","RE","",""
"","","slope","1|subj","daic","slope|subj","1|subj","daic"
"Dsubj_optout_oo","mood","-2.254345687303884","3.7345638415903712","-2.6","-1.715291189165058","5.2909819370998825","-0.9"
"","real_stress","2.8596853866480365","3.7221397816604216","-3.0","3.1456068508731216","4.315714369060259","-2.5"
"","food","1.742994391801511","3.6950823385923144","-2.4","1.7620696813810086","4.251269359319659","1.3"
"","sleep","-3.4848312668271135","3.441806954676189","-3.3","-3.6517673675431874","5.175982589168377","-2.6"
"OKubj_RT_no","mood","0.00878829781041694","0.15816606349399534","8.4","0.014747603121921997","0.0006011759194889274","9.6"
"","real_stress","-0.008366001503312546","0.15650180840169742","8.6","-0.011627679651539649","0.4778891367052409","7.4"
"","food","0.014261389021970192","0.15971910455029326","7.6","0.008341916845362262","0.49279781720893434","8.6"
"","sleep","0.008199713897089915","0.15201163897397793","8.3","0.007135832508842703","0.6521281748659533","10.5"
