gabor_sample,NoiseLevel,Variant,Diff_Energy,Diff_EnergySign
075_3.png,75,3,137469.700059318,1
075_4.png,75,4,135987.645144987,1
075_5.png,75,5,137543.410941296,1
075_6.png,75,6,135425.278290386,1
075_7.png,75,7,136166.603541528,1
075_8.png,75,8,136746.693481629,1
075_9.png,75,9,137620.550398234,1
075_10.png,75,10,133795.081082685,1
074_1.png,74,1,140861.158020999,1
074_2.png,74,2,142522.073217002,1
074_3.png,74,3,140908.491516805,1
074_4.png,74,4,142170.900463635,1
074_5.png,74,5,140697.167270079,1
074_6.png,74,6,141042.324327545,1
074_7.png,74,7,141721.114369806,1
074_8.png,74,8,138943.32173025,1
074_9.png,74,9,140886.82079761,1
074_10.png,74,10,140467.892420901,1
073_1.png,73,1,147193.167496473,1
073_2.png,73,2,146084.896382525,1
073_3.png,73,3,144614.451905979,1
073_4.png,73,4,148077.277342411,1
073_5.png,73,5,146678.843254796,1
073_6.png,73,6,144554.633265549,1
073_7.png,73,7,144976.675939281,1
073_8.png,73,8,146432.866646895,1
073_9.png,73,9,146339.39295332,1
073_10.png,73,10,148034.269129237,1
072_1.png,72,1,149980.375340243,1
072_2.png,72,2,153137.893422123,1
072_3.png,72,3,151726.015856515,1
072_4.png,72,4,152420.882275535,1
072_5.png,72,5,150303.559735315,1
072_6.png,72,6,152215.985638337,1
072_7.png,72,7,149778.844937908,1
072_8.png,72,8,154377.458570095,1
072_9.png,72,9,151641.833257712,1
072_10.png,72,10,150861.452823533,1
071_1.png,71,1,154868.284965367,1
071_2.png,71,2,156126.501336683,1
071_3.png,71,3,155925.066512793,1
071_4.png,71,4,159804.734566084,1
071_5.png,71,5,154815.368531672,1
071_6.png,71,6,158287.087014482,1
071_7.png,71,7,157427.266104722,1
071_8.png,71,8,158316.123531037,1
071_9.png,71,9,154781.719765246,1
071_10.png,71,10,158820.544843634,1
070_1.png,70,1,160712.098660951,1
070_2.png,70,2,164889.263696131,1
070_3.png,70,3,160375.966479088,1
070_4.png,70,4,160973.133068904,1
070_5.png,70,5,161836.280478776,1
070_6.png,70,6,161184.018249582,1
070_7.png,70,7,161107.555860469,1
070_8.png,70,8,162553.880919706,1
070_9.png,70,9,162819.537259266,1
070_10.png,70,10,163348.748686808,1
069_1.png,69,1,168886.165798413,1
069_2.png,69,2,166584.728138999,1
069_3.png,69,3,168771.960653678,1
069_4.png,69,4,165358.808443941,1
069_5.png,69,5,168706.956627289,1
069_6.png,69,6,169861.542483198,1
069_7.png,69,7,169572.820201064,1
069_8.png,69,8,169798.574199741,1
069_9.png,69,9,167928.488216458,1
069_10.png,69,10,168179.604855546,1
068_1.png,68,1,175070.070615731,1
068_2.png,68,2,175344.587720945,1
068_3.png,68,3,174286.691046588,1
068_4.png,68,4,175380.953638328,1
068_5.png,68,5,175323.815023042,1
068_6.png,68,6,172670.667635087,1
068_7.png,68,7,173094.333943681,1
068_8.png,68,8,174960.589532853,1
068_9.png,68,9,175838.8952086,1
068_10.png,68,10,174813.649085268,1
067_1.png,67,1,177201.008561001,1
067_2.png,67,2,177939.269963483,1
067_3.png,67,3,176073.167441299,1
067_4.png,67,4,177967.649634509,1
067_5.png,67,5,180969.585347017,1
067_6.png,67,6,176028.383227885,1
067_7.png,67,7,176293.467238141,1
067_8.png,67,8,178568.102490566,1
067_9.png,67,9,177658.189469709,1
067_10.png,67,10,178203.529663991,1
066_1.png,66,1,183247.794872929,1
066_2.png,66,2,185228.973681021,1
066_3.png,66,3,181801.884621984,1
066_4.png,66,4,182476.36718584,1
066_5.png,66,5,185751.316969067,1
066_6.png,66,6,184791.540766697,1
066_7.png,66,7,184521.298536648,1
066_8.png,66,8,186049.363040753,1
066_9.png,66,9,185263.17662023,1
066_10.png,66,10,182704.443627088,1
065_1.png,65,1,187362.39008976,1
065_2.png,65,2,188574.274345297,1
065_3.png,65,3,190181.026137137,1
065_4.png,65,4,191212.371457979,1
065_5.png,65,5,188724.473743786,1
065_6.png,65,6,188769.577185595,1
065_7.png,65,7,187316.696709672,1
065_8.png,65,8,187956.700243409,1
065_9.png,65,9,191436.061491252,1
065_10.png,65,10,188420.848807201,1
064_1.png,64,1,196120.621993621,1
064_2.png,64,2,196362.18780586,1
064_3.png,64,3,192425.130897868,1
064_4.png,64,4,194662.168632225,1
064_5.png,64,5,194918.006300132,1
064_6.png,64,6,192280.631090952,1
064_7.png,64,7,192562.33952365,1
064_8.png,64,8,192739.356529121,1
064_9.png,64,9,194240.905827164,1
064_10.png,64,10,195145.198180991,1
063_1.png,63,1,198178.028437343,1
063_2.png,63,2,201034.471809479,1
063_3.png,63,3,197990.792054599,1
063_4.png,63,4,200562.677953877,1
063_5.png,63,5,201780.464900935,1
063_6.png,63,6,200279.265223508,1
063_7.png,63,7,200414.88942578,1
063_8.png,63,8,200780.962674876,1
063_9.png,63,9,200615.494318295,1
063_10.png,63,10,198316.645228136,1
062_1.png,62,1,207868.251243109,1
062_2.png,62,2,203411.297614568,1
062_3.png,62,3,203793.70376994,1
062_4.png,62,4,207611.847775766,1
062_5.png,62,5,205517.506366238,1
062_6.png,62,6,203061.910983802,1
062_7.png,62,7,206409.453242546,1
062_8.png,62,8,204244.94989387,1
062_9.png,62,9,206538.333653716,1
062_10.png,62,10,203258.399713862,1
061_1.png,61,1,210777.872045698,1
061_2.png,61,2,212149.271736793,1
061_3.png,61,3,210999.300818127,1
061_4.png,61,4,213117.950568228,1
061_5.png,61,5,209677.795380434,1
061_6.png,61,6,211986.327619745,1
061_7.png,61,7,209730.015604287,1
061_8.png,61,8,208514.796257705,1
061_9.png,61,9,212683.416565876,1
061_10.png,61,10,210377.995872916,1
060_1.png,60,1,216974.190557863,1
060_2.png,60,2,215983.693080047,1
060_3.png,60,3,215909.698329781,1
060_4.png,60,4,218188.676976204,1
060_5.png,60,5,217228.732180933,1
060_6.png,60,6,213780.583100555,1
060_7.png,60,7,217640.785302836,1
060_8.png,60,8,217984.328785479,1
060_9.png,60,9,215998.282893304,1
060_10.png,60,10,216602.582670306,1
059_1.png,59,1,223573.905253472,1
059_2.png,59,2,223579.682187406,1
059_3.png,59,3,219453.414445263,1
059_4.png,59,4,221331.072081358,1
059_5.png,59,5,219668.666051537,1
059_6.png,59,6,219800.605171184,1
059_7.png,59,7,218912.820796704,1
059_8.png,59,8,218668.800146163,1
059_9.png,59,9,219226.561663011,1
059_10.png,59,10,222417.667399489,1
058_1.png,58,1,225414.008922097,1
058_2.png,58,2,228217.32290891,1
058_3.png,58,3,224215.570865382,1
058_4.png,58,4,226619.060590164,1
058_5.png,58,5,226032.067961126,1
058_6.png,58,6,228302.192964366,1
058_7.png,58,7,227153.241520584,1
058_8.png,58,8,224765.03522918,1
058_9.png,58,9,227346.564742062,1
058_10.png,58,10,225172.400093836,1
057_1.png,57,1,232946.391546306,1
057_2.png,57,2,233386.3117452,1
057_3.png,57,3,233366.029329478,1
057_4.png,57,4,230453.925379305,1
057_5.png,57,5,234558.924100679,1
057_6.png,57,6,233685.067698031,1
057_7.png,57,7,233182.697883369,1
057_8.png,57,8,233528.514900809,1
057_9.png,57,9,233930.733424471,1
057_10.png,57,10,233372.706466238,1
056_1.png,56,1,238130.442389021,1
056_2.png,56,2,236269.43062912,1
056_3.png,56,3,235650.072359432,1
056_4.png,56,4,236810.185106406,1
056_5.png,56,5,236127.788057377,1
056_6.png,56,6,238564.354140123,1
056_7.png,56,7,235514.745923854,1
056_8.png,56,8,239099.036351656,1
056_9.png,56,9,237277.64071903,1
056_10.png,56,10,239691.702055057,1
055_1.png,55,1,243873.779266838,1
055_2.png,55,2,241784.334742227,1
055_3.png,55,3,243635.872636431,1
055_4.png,55,4,243593.705928578,1
055_5.png,55,5,244753.149737147,1
055_6.png,55,6,241413.175297946,1
055_7.png,55,7,241309.505316709,1
055_8.png,55,8,242974.659204287,1
055_9.png,55,9,242777.443598191,1
055_10.png,55,10,245023.557838945,1
054_1.png,54,1,247438.678990548,1
054_2.png,54,2,248099.544357777,1
054_3.png,54,3,249555.53005682,1
054_4.png,54,4,249031.516712578,1
054_5.png,54,5,247414.339106759,1
054_6.png,54,6,250330.258383342,1
054_7.png,54,7,247160.327018593,1
054_8.png,54,8,246049.46218519,1
054_9.png,54,9,250024.666866044,1
054_10.png,54,10,248351.714325424,1
053_1.png,53,1,255016.591090831,1
053_2.png,53,2,251647.724204367,1
053_3.png,53,3,251723.822782119,1
053_4.png,53,4,255574.576630731,1
053_5.png,53,5,254703.292513195,1
053_6.png,53,6,254503.865550864,1
053_7.png,53,7,252258.764982001,1
053_8.png,53,8,252098.180713101,1
053_9.png,53,9,255757.932590277,1
053_10.png,53,10,251759.74611589,1
052_1.png,52,1,260299.985755093,1
052_2.png,52,2,259589.715801288,1
052_3.png,52,3,259137.198951221,1
052_4.png,52,4,258783.812565768,1
052_5.png,52,5,258467.210559988,1
052_6.png,52,6,257793.967846759,1
052_7.png,52,7,260110.900722369,1
052_8.png,52,8,258873.355369583,1
052_9.png,52,9,259335.986583681,1
052_10.png,52,10,256301.519262945,1
051_1.png,51,1,266664.985541655,1
051_2.png,51,2,265436.840677205,1
051_3.png,51,3,262925.638790755,1
051_4.png,51,4,261802.760463945,1
051_5.png,51,5,262835.75534523,1
051_6.png,51,6,266108.454799943,1
051_7.png,51,7,261865.723284824,1
051_8.png,51,8,262824.259667883,1
051_9.png,51,9,266650.004670055,1
051_10.png,51,10,265574.363968148,1
050_1.png,50,1,267639.825066628,1
050_2.png,50,2,271656.704466709,1
050_3.png,50,3,270892.695750036,1
050_4.png,50,4,271780.025031499,1
050_5.png,50,5,269668.589953917,1
050_6.png,50,6,268049.03851395,1
050_7.png,50,7,266906.535650456,1
050_8.png,50,8,267978.4587839,1
050_9.png,50,9,270002.729251123,1
050_10.png,50,10,271678.282629503,1
049_1.png,49,1,272259.274422733,1
049_2.png,49,2,273540.731751533,1
049_3.png,49,3,273818.334462841,1
049_4.png,49,4,273135.80808702,1
049_5.png,49,5,272814.746397675,1
049_6.png,49,6,275072.832452745,1
049_7.png,49,7,273849.248076686,1
049_8.png,49,8,272166.660636893,1
049_9.png,49,9,277070.354592605,1
049_10.png,49,10,274654.745857486,1
048_1.png,48,1,279631.719346181,1
048_2.png,48,2,281767.403377023,1
048_3.png,48,3,278637.007879831,1
048_4.png,48,4,279318.736600527,1
048_5.png,48,5,278189.919431485,1
048_6.png,48,6,278134.814368377,1
048_7.png,48,7,280985.06253582,1
048_8.png,48,8,278703.387453298,1
048_9.png,48,9,277881.425207328,1
048_10.png,48,10,278068.442275711,1
047_1.png,47,1,285226.318958973,1
047_2.png,47,2,287846.466607588,1
047_3.png,47,3,284357.288405889,1
047_4.png,47,4,283308.583099966,1
047_5.png,47,5,284620.479487026,1
047_6.png,47,6,283100.156860735,1
047_7.png,47,7,283929.523150395,1
047_8.png,47,8,286756.796679193,1
047_9.png,47,9,284484.619770015,1
047_10.png,47,10,286037.074839547,1
046_1.png,46,1,289100.240422642,1
046_2.png,46,2,290143.424195614,1
046_3.png,46,3,292620.83586651,1
046_4.png,46,4,288067.686649234,1
046_5.png,46,5,289710.257181694,1
046_6.png,46,6,291191.194299709,1
046_7.png,46,7,290287.578277123,1
046_8.png,46,8,290331.000476026,1
046_9.png,46,9,288634.329523214,1
046_10.png,46,10,293120.292775637,1
045_1.png,45,1,293810.329932648,1
045_2.png,45,2,294586.882210412,1
045_3.png,45,3,298646.026213757,1
045_4.png,45,4,294343.952929111,1
045_5.png,45,5,294014.343056804,1
045_6.png,45,6,298418.962821256,1
045_7.png,45,7,298543.626837862,1
045_8.png,45,8,296144.524266882,1
045_9.png,45,9,294485.940872159,1
045_10.png,45,10,297290.134088221,1
044_1.png,44,1,299824.423494248,1
044_2.png,44,2,302895.070641708,1
044_3.png,44,3,302810.811877172,1
044_4.png,44,4,300945.894380955,1
044_5.png,44,5,298722.931084661,1
044_6.png,44,6,300368.906930103,1
044_7.png,44,7,302066.22616249,1
044_8.png,44,8,301307.42026377,1
044_9.png,44,9,299522.64660603,1
044_10.png,44,10,303211.926199478,1
043_1.png,43,1,306493.255639732,1
043_2.png,43,2,306479.742780384,1
043_3.png,43,3,307377.20409857,1
043_4.png,43,4,307783.540383248,1
043_5.png,43,5,304989.750804963,1
043_6.png,43,6,308449.558140516,1
043_7.png,43,7,306595.956861649,1
043_8.png,43,8,305638.05724405,1
043_9.png,43,9,304595.13910837,1
043_10.png,43,10,307307.674648163,1
042_1.png,42,1,312584.647691778,1
042_2.png,42,2,312774.329310892,1
042_3.png,42,3,312686.457482359,1
042_4.png,42,4,312009.629169589,1
042_5.png,42,5,314434.750260485,1
042_6.png,42,6,312249.756117538,1
042_7.png,42,7,313863.753342573,1
042_8.png,42,8,311787.501834375,1
042_9.png,42,9,314511.08903206,1
042_10.png,42,10,314473.705629842,1
041_1.png,41,1,315728.101521434,1
041_2.png,41,2,319989.47915512,1
041_3.png,41,3,318939.432646826,1
041_4.png,41,4,318610.575421875,1
041_5.png,41,5,319742.100698027,1
041_6.png,41,6,315790.070466604,1
041_7.png,41,7,316725.308777894,1
041_8.png,41,8,316836.849087661,1
041_9.png,41,9,319255.634847991,1
041_10.png,41,10,318212.533466641,1
040_1.png,40,1,323944.26931943,1
040_2.png,40,2,320480.61772441,1
040_3.png,40,3,322212.616023175,1
040_4.png,40,4,321725.468810629,1
040_5.png,40,5,320337.421093329,1
040_6.png,40,6,320945.362558735,1
040_7.png,40,7,323373.078089342,1
040_8.png,40,8,323231.372196385,1
040_9.png,40,9,325264.862797446,1
040_10.png,40,10,325027.819756756,1
039_1.png,39,1,329266.556090576,1
039_2.png,39,2,326833.126611467,1
039_3.png,39,3,325590.989667378,1
039_4.png,39,4,329506.284840687,1
039_5.png,39,5,327824.805646047,1
039_6.png,39,6,325855.675047556,1
039_7.png,39,7,330141.449299299,1
039_8.png,39,8,330543.796705632,1
039_9.png,39,9,327421.549863128,1
039_10.png,39,10,329735.724879801,1
038_1.png,38,1,333598.630329927,1
038_2.png,38,2,333346.923617885,1
038_3.png,38,3,334629.171635614,1
038_4.png,38,4,333111.589690905,1
038_5.png,38,5,330935.258952145,1
038_6.png,38,6,334105.25359842,1
038_7.png,38,7,335938.18584328,1
038_8.png,38,8,335967.387826805,1
038_9.png,38,9,332880.356797191,1
038_10.png,38,10,332136.26151912,1
037_1.png,37,1,340239.948080735,1
037_2.png,37,2,340862.210451222,1
037_3.png,37,3,337736.528179728,1
037_4.png,37,4,339237.276311376,1
037_5.png,37,5,336316.400840153,1
037_6.png,37,6,336802.679205669,1
037_7.png,37,7,338279.429024937,1
037_8.png,37,8,336799.807045448,1
037_9.png,37,9,340211.17007527,1
037_10.png,37,10,339242.110579268,1
036_1.png,36,1,345824.431917501,1
036_2.png,36,2,341722.708026262,1
036_3.png,36,3,342060.619825652,1
036_4.png,36,4,344215.671472307,1
036_5.png,36,5,345182.198402644,1
036_6.png,36,6,344086.16088122,1
036_7.png,36,7,342188.208983381,1
036_8.png,36,8,345254.405806164,1
036_9.png,36,9,341849.605448743,1
036_10.png,36,10,343334.77117362,1
035_1.png,35,1,349929.652917263,1
035_2.png,35,2,350577.894454367,1
035_3.png,35,3,351675.293645779,1
035_4.png,35,4,350732.340380221,1
035_5.png,35,5,347912.217339501,1
035_6.png,35,6,348632.280313025,1
035_7.png,35,7,346964.59782312,1
035_8.png,35,8,347691.324321441,1
035_9.png,35,9,349260.246645321,1
035_10.png,35,10,346701.066448587,1
034_1.png,34,1,355437.836975027,1
034_2.png,34,2,352074.243162621,1
034_3.png,34,3,352825.853342638,1
034_4.png,34,4,354122.836564208,1
034_5.png,34,5,354774.850806761,1
034_6.png,34,6,355152.616415186,1
034_7.png,34,7,357097.588115567,1
034_8.png,34,8,354041.113194548,1
034_9.png,34,9,355518.592037349,1
034_10.png,34,10,356455.314976964,1
033_1.png,33,1,362311.884949714,1
033_2.png,33,2,360516.089323109,1
033_3.png,33,3,361147.255929853,1
033_4.png,33,4,362012.552994761,1
033_5.png,33,5,359940.80497473,1
033_6.png,33,6,358998.166777275,1
033_7.png,33,7,359699.019104569,1
033_8.png,33,8,358601.622606591,1
033_9.png,33,9,358763.819963687,1
033_10.png,33,10,358539.381585244,1
032_1.png,32,1,365919.785406608,1
032_2.png,32,2,367013.438364418,1
032_3.png,32,3,367670.109529988,1
032_4.png,32,4,364644.680410734,1
032_5.png,32,5,364444.114220733,1
032_6.png,32,6,365220.798534079,1
032_7.png,32,7,363820.20718984,1
032_8.png,32,8,366737.109935443,1
032_9.png,32,9,367494.349779133,1
032_10.png,32,10,365131.486677516,1
031_1.png,31,1,369830.078972659,1
031_2.png,31,2,368089.577832283,1
031_3.png,31,3,372138.661589333,1
031_4.png,31,4,369410.362165658,1
031_5.png,31,5,372941.657966561,1
031_6.png,31,6,372874.717828827,1
031_7.png,31,7,371279.490415224,1
031_8.png,31,8,372102.632100696,1
031_9.png,31,9,371612.442776392,1
031_10.png,31,10,372773.596108694,1
030_1.png,30,1,377429.931048774,1
030_2.png,30,2,376526.591906579,1
030_3.png,30,3,374618.341509921,1
030_4.png,30,4,378566.75446793,1
030_5.png,30,5,378648.812538849,1
030_6.png,30,6,377336.943815084,1
030_7.png,30,7,374175.630694325,1
030_8.png,30,8,378114.182755318,1
030_9.png,30,9,375127.385719049,1
030_10.png,30,10,374318.902226539,1
