mood,sleep,food,stress,sessionID,userID,real_stress,user_sessionID
0.63,,0.6,0.54,18,1013,0.45999999999999996,1013_18
1.0,,1.0,0.89,18,1014,0.10999999999999999,1014_18
0.55,0.57,0.55,0.45,19,991,0.55,991_19
0.92,0.98,0.9,0.89,19,992,0.10999999999999999,992_19
0.56,0.82,0.55,0.81,19,993,0.18999999999999995,993_19
1.0,0.77,1.0,0.89,19,994,0.10999999999999999,994_19
0.58,0.67,0.69,0.68,19,995,0.31999999999999995,995_19
0.96,1.0,0.91,1.0,19,996,0.0,996_19
0.0,0.05,0.0,0.0,19,997,1.0,997_19
0.52,0.52,0.47,0.39,19,998,0.61,998_19
0.41,0.58,0.55,0.25,19,999,0.75,999_19
0.65,0.7,0.63,0.59,19,1000,0.41000000000000003,1000_19
0.79,0.81,0.72,0.73,19,1001,0.27,1001_19
0.57,0.42,0.49,0.54,19,1002,0.45999999999999996,1002_19
0.6,0.36,0.47,0.27,19,1003,0.73,1003_19
0.93,1.0,0.8,0.92,19,1005,0.07999999999999996,1005_19
0.96,1.0,0.74,1.0,19,1006,0.0,1006_19
0.62,0.55,0.61,0.55,19,1007,0.44999999999999996,1007_19
0.54,0.66,0.64,0.45,19,1008,0.55,1008_19
0.5,0.31,0.65,0.34,19,1009,0.6599999999999999,1009_19
1.0,1.0,1.0,1.0,19,1010,0.0,1010_19
0.77,0.92,0.62,0.56,19,1011,0.43999999999999995,1011_19
0.66,0.7,0.72,0.78,19,1012,0.21999999999999997,1012_19
0.59,0.44,0.66,0.38,19,1013,0.62,1013_19
0.86,1.0,1.0,0.9,19,1014,0.09999999999999998,1014_19
0.63,,0.63,0.69,20,991,0.31000000000000005,991_20
1.0,,1.0,1.0,20,992,0.0,992_20
0.59,,0.56,0.54,20,993,0.45999999999999996,993_20
0.99,,0.99,1.0,20,994,0.0,994_20
0.61,,0.64,0.69,20,995,0.31000000000000005,995_20
0.95,,0.99,0.85,20,996,0.15000000000000002,996_20
0.0,,0.0,0.0,20,997,1.0,997_20
0.63,,0.55,0.38,20,998,0.62,998_20
0.51,,0.62,0.28,20,999,0.72,999_20
0.63,,0.76,0.69,20,1000,0.31000000000000005,1000_20
0.7,,0.74,0.73,20,1001,0.27,1001_20
0.57,,0.58,0.54,20,1002,0.45999999999999996,1002_20
0.57,,0.64,0.55,20,1003,0.44999999999999996,1003_20
1.0,,1.0,1.0,20,1005,0.0,1005_20
1.0,,1.0,1.0,20,1006,0.0,1006_20
0.44,,0.59,0.35,20,1007,0.65,1007_20
0.63,,0.64,0.53,20,1008,0.47,1008_20
0.29,,0.48,0.48,20,1009,0.52,1009_20
1.0,,0.93,1.0,20,1010,0.0,1010_20
1.0,,1.0,1.0,20,1011,0.0,1011_20
0.53,,0.67,0.68,20,1012,0.31999999999999995,1012_20
0.55,,0.56,0.47,20,1013,0.53,1013_20
0.49,,0.99,0.84,20,1014,0.16000000000000003,1014_20
,,,,11,1011,,
,,,,18,1011,,
,,,,12,1014,,
