RT_no,Doptout,Dperf_oo,Sperf_oo,perf_no,DRT_oo,SRT_oo,DRT_OKoo,SRT_OKoo,RT_noNOK,Soptout,RTeff,DOeff,SOeff,difficulty,sessionID_x,userID
1.0043088267758806,55.00000000000001,100.0,100.0,90.0,1.3016178735428945,0.9876650891399718,0.9343550518202767,0.8445850760295514,0.9785108958712904,30.0,0.016336571155515456,23.000000000000007,-5.0,1,1,991
1.0971989873937518,65.0,85.71428571428571,71.42857142857143,90.0,1.0383281974628642,0.9659145939196861,0.9747963901979032,0.958188421893539,1.2770058332084115,65.0,0.001536046265656843,14.25,10.5,2,1,991
1.0820383006229448,75.0,40.0,16.666666666666668,35.0,1.0906119305791528,0.989525093611545,1.2927773498659816,0.8505723092406537,1.3467202291264686,70.0,-0.07873412495583021,8.5,0.75,3,1,991
0.9486389750555607,25.0,100.0,93.75,95.0,1.576149062089708,1.17109315757743,0.9617889452647732,0.9773167695432168,1.2475308699567151,20.0,-0.03933328056480445,-7.0,-15.0,1,2,991
0.9661951525611638,50.0,90.0,100.0,80.0,1.0372624096339782,0.9622507855827848,1.0916534823318556,0.9474594095046832,1.3746961369996435,55.00000000000001,-0.12946778856693109,-0.75,0.5000000000000071,2,2,991
1.3700558889043561,60.0,87.5,100.0,50.0,1.0472637514793426,1.017896316791281,1.0540010047723718,0.968513716288862,1.4954206024572074,70.0,0.20928346332558112,-6.5,0.75,3,2,991
1.0708429287718355,35.0,100.0,100.0,90.0,1.050305301677366,1.1508912089214263,0.8854609776742483,0.9603663619553399,0.9997190856762199,30.0,0.08287067315147034,3.0,-5.0,1,3,991
1.0857869621951628,50.0,100.0,100.0,85.0,1.2245000650014237,0.9712880703844166,0.9210383340576348,0.9484629966034688,1.6319032421077837,90.0,-0.009875978932932128,-0.75,35.5,2,3,991
1.4426193579922073,70.0,16.666666666666668,,50.0,0.9983361221658873,0.9261935780533438,0.7796951306113039,,1.2591791124878924,100.0,0.2818469324134323,3.5,30.75,3,3,991
1.0034357495462365,60.0,62.5,90.9090909090909,80.0,0.9349668731351729,0.9820336878727067,0.9262938204541249,0.9352031422553562,1.0918890715344616,45.0,0.015463493925871319,28.0,10.0,1,4,991
1.1831940328199346,60.0,37.5,40.0,40.0,0.9244036659645822,1.0262291748181402,1.0808205106920206,0.9829032903891037,1.0969983954033322,75.0,0.0875310916918397,9.25,20.5,2,4,991
1.2418511699403092,90.0,50.0,33.333333333333336,35.0,0.9767898219572139,0.9873694366907386,0.8395239172651718,0.9536157405834444,1.3509419597023766,85.0,0.08107874436153417,23.5,15.75,3,4,991
1.0807015221306653,30.0,100.0,100.0,70.0,0.8123830944272481,1.000180432511064,0.8661580469048085,1.035280602659254,1.3761119162474005,50.0,0.09272926651030011,-2.0,15.0,1,5,991
1.1791546126958754,65.0,71.42857142857143,22.22222222222222,50.0,0.9987429857706606,1.0261326658482393,1.0720467679459964,0.9230244124645958,1.0310584782034564,55.00000000000001,0.08349167156778048,14.25,0.5000000000000071,2,5,991
1.1254969416515803,75.0,40.0,0.0,70.0,0.9602807528634252,0.9820469484150565,1.3009045688327916,,1.4551654866446577,90.0,-0.035275483927194706,8.5,20.75,3,5,991
0.9925615578254432,25.0,86.66666666666667,85.71428571428571,70.0,1.1329682693770735,1.0144999266200478,0.9191670095794824,0.9946592848503647,1.252613526186015,65.0,0.0045893022050780274,-7.0,30.0,1,6,991
1.1509471424983007,50.0,20.0,62.5,60.0,1.0729657946948319,1.0083909081331848,0.8027503532171524,0.9202834953565691,0.969230459405399,60.0,0.05528420137020573,-0.75,5.5,2,6,991
1.063826726027361,50.0,50.0,100.0,65.0,1.1283440617761018,0.967083814154333,0.955257122688272,1.000123734279573,1.2766841525870822,60.0,-0.09694569955141397,-16.5,-9.25,3,6,991
1.051814224113391,25.0,100.0,100.0,75.0,0.9445273561703517,0.9902421541052909,0.8959544181828033,0.9599736741755157,1.9350692287674902,20.0,0.06384196849302581,-7.0,-15.0,1,7,991
1.5174161174658805,70.0,33.333333333333336,37.5,40.0,0.9533551478263589,1.0313252194139735,1.461646845049477,0.929615587861356,0.9500273455089921,60.0,0.42175317633778553,19.25,5.5,2,7,991
1.242033512949773,55.00000000000001,88.88888888888889,80.0,50.0,0.8873769069688126,1.0052002707029088,0.8871667948613494,0.8916718420982257,1.3218389740618177,75.0,0.08126108737099802,-11.499999999999993,5.75,3,7,991
0.9207525251482174,55.00000000000001,55.55555555555556,100.0,80.0,0.8776593294407573,1.0895329290030118,0.9167913806583547,1.036424705872007,1.1744470837706558,65.0,-0.0672197304721478,23.000000000000007,30.0,1,8,991
1.0270826739245995,60.0,25.0,60.0,40.0,1.0216741289246538,1.0942531135116853,0.8215057264813109,0.880941332620148,1.2412948548917213,75.0,-0.06858026720349542,9.25,20.5,2,8,991
1.0267077634340445,60.0,62.5,88.88888888888889,55.0,0.9855198502096295,0.9092685863651199,0.9351374107858157,0.8915187253502269,1.1101960291134727,55.00000000000001,-0.13406466214473056,-6.5,-14.249999999999993,3,8,991
0.9682582020765498,5.0,100.0,64.28571428571429,70.0,1.0647772739198198,1.029831288346023,0.9432048545651261,0.9547879437101152,1.205254734643705,30.0,-0.01971405354381539,-27.0,-5.0,1,9,991
1.073719658642882,35.0,23.076923076923077,46.15384615384615,55.0,1.2292211254303678,1.0374833287782281,0.9514337155276659,0.9424679915354547,1.0247399306979217,35.0,-0.021943282485212823,-15.75,-19.5,2,9,991
1.018568284976017,50.0,50.0,16.666666666666668,40.0,0.9611296345196384,0.9513470260151946,0.9133969057987759,1.0419111763835236,1.0783909044779234,70.0,-0.1422041406027581,-16.5,0.75,3,9,991
0.9580427695552675,25.0,100.0,100.0,95.0,1.1223331668886545,1.1923382173073207,0.9345216249626193,1.0082032266488439,1.181716372281796,65.0,-0.02992948606509771,-7.0,30.0,1,10,991
1.058646012581204,20.0,43.75,57.142857142857146,65.0,0.9110600827417777,1.017896523402588,0.911866288964723,0.9060409001069997,1.3020512773310329,65.0,-0.03701692854689087,-30.75,10.5,2,10,991
1.1605479690835783,40.0,25.0,37.5,45.0,0.9595453874202804,0.9811937498197231,0.9274445772401521,1.0372956643780342,0.9265034803317941,60.0,-0.00022445649519675648,-26.5,-9.25,3,10,991
0.9381839323056401,35.0,92.3076923076923,100.0,95.0,1.0853874446240221,1.104202734945558,1.024682001931639,0.9015398485909262,1.172963473417066,35.0,-0.04978832331472505,3.0,0.0,1,11,991
0.9789830596926447,10.0,66.66666666666667,41.666666666666664,60.0,1.1063455871586296,1.2006408957990073,0.9800087543756163,0.9098564681594102,1.0118673522155541,40.0,-0.11667988143545027,-40.75,-14.5,2,11,991
1.148957645948083,45.0,18.181818181818183,0.0,40.0,1.0502329044855887,0.9681152697659152,0.9974912945730918,,1.124791757850157,80.0,-0.011814779630691996,-21.5,10.75,3,11,991
1.0556246323382867,10.0,88.88888888888889,100.0,95.0,1.1935765281097845,1.0986750627840578,0.9646003796482308,0.977893202803942,1.229731536326523,25.0,0.06765237671792157,-22.0,-10.0,1,12,991
1.031107946890008,40.0,91.66666666666667,87.5,80.0,0.9743335205228263,1.1932890795733777,0.9393817850709202,0.9571434300692796,1.0919701588144515,60.0,-0.06455499423808697,-10.75,5.5,2,12,991
1.2102117759581275,80.0,100.0,66.66666666666667,70.0,0.9639753462507478,1.1535041980886895,0.9592692122352727,1.0088707951875526,1.1288471308223864,55.00000000000001,0.04943935037935243,13.5,-14.249999999999993,3,12,991
1.1128608580476795,50.0,100.0,100.0,85.0,1.1415425684800375,1.0352766020502915,0.9630312231951902,0.9339887777836403,1.9555902443527067,75.0,0.12488860242731437,18.0,40.0,1,13,991
1.1257784497977248,70.0,16.666666666666668,57.142857142857146,60.0,0.9478114864155559,0.9998917794451587,0.8181666139919083,1.0167217062010132,1.2401347182462927,65.0,0.030115508669629865,19.25,10.5,2,13,991
0.9848720866057543,70.0,16.666666666666668,37.5,30.0,0.9714527454408984,0.9657367355391295,1.748987482765357,1.170381690212048,1.1498591494520856,60.0,-0.1759003389730207,3.5,-9.25,3,13,991
0.9355976122497159,20.0,93.75,100.0,80.0,0.9781903911619415,1.296874537699847,0.8931320290827294,0.9720583797394147,1.0531855102255154,25.0,-0.05237464337064923,-12.0,-10.0,1,14,991
1.0444238038828966,40.0,100.0,92.3076923076923,85.0,0.9147848619907107,1.2730800858831033,0.8970839666812573,0.9851565688383418,0.971336618931745,35.0,-0.05123913724519835,-10.75,-19.5,2,14,991
1.160568179830124,80.0,75.0,75.0,75.0,1.0092497824916928,1.0041146297859636,0.8708520923166952,1.030077323187478,1.3303062753636152,80.0,-0.00020424574865107736,13.5,10.75,3,14,991
0.9666355445934718,35.0,92.3076923076923,92.85714285714286,95.0,1.202499447187476,1.1593793611572447,0.9659328224786057,0.9511954522852576,2.1815596473796184,30.0,-0.021336711026893385,3.0,-5.0,1,15,991
1.1202875552093865,70.0,50.0,28.571428571428573,40.0,1.1375553847006439,0.990818423691672,1.0953887573895384,0.990214676665372,1.092350226195646,65.0,0.024624614081291574,19.25,10.5,2,15,991
1.0895690301398477,85.0,0.0,90.0,90.0,0.9970010589337115,0.9574803614987074,,0.9039184182195331,1.2103151693936758,50.0,-0.07120339543892729,18.5,-19.25,3,15,991
0.964868248049893,25.0,100.0,100.0,85.0,1.13897177833716,1.3327748836412552,0.9598738114199676,0.9491136455850375,1.084456554782046,35.0,-0.02310400757047215,-7.0,0.0,1,16,991
1.0496851607140554,45.0,100.0,92.3076923076923,70.0,1.005696186402885,1.2338660731281648,0.8750885089865894,0.9294678079973416,1.2389016032421063,35.0,-0.04597778041403955,-5.75,-19.5,2,16,991
1.1721752984079772,80.0,50.0,16.666666666666668,45.0,1.021978681892996,1.136123684951721,1.0995473396036857,0.9725874975396107,1.1682998684373282,70.0,0.01140287282920216,13.5,0.75,3,16,991
0.9396376372325517,25.0,100.0,93.75,85.0,0.8977188775860708,1.1915049422001809,0.9553181173228237,1.004872079557496,1.4101626955910034,20.0,-0.0483346183878135,-7.0,-15.0,1,17,991
1.1508652253405753,70.0,100.0,77.77777777777777,60.0,0.9963418722498497,0.984921613933104,1.1295641166244967,0.9252199271463845,1.3020298705509588,55.00000000000001,0.05520228421248041,19.25,0.5000000000000071,2,17,991
1.3159301052660195,80.0,25.0,45.45454545454545,35.0,0.9385994319034744,1.1122986647038122,1.2103065472998618,0.9999641998475943,0.984758885802294,45.0,0.15515767968724448,13.5,-24.25,3,17,991
0.9241485061765036,45.0,100.0,100.0,90.0,1.0851941962435219,1.0615066422528443,1.0023155806176043,0.8837912453824622,1.5552168574621035,10.0,-0.0638237494438616,13.0,-25.0,1,18,991
1.047940864541571,45.0,100.0,90.9090909090909,75.0,0.9913343493775149,0.9489613895390513,0.8881194333141701,0.9275894155901293,1.2659145923063606,45.0,-0.04772207658652383,-5.75,-9.5,2,18,991
1.2747440958540408,65.0,42.857142857142854,20.0,55.0,1.066749932547956,1.0397976882703113,1.1243519310327597,0.8776204858026723,1.2308191711816077,75.0,0.11397167027526578,-1.5,5.75,3,18,991
0.9263258833873375,30.0,100.0,94.44444444444444,95.0,1.0339047629755822,0.9427511819294347,0.9346893544500082,0.9087162357360545,1.39436275340541,10.0,-0.06164637223302771,-2.0,-25.0,1,19,991
1.0076681030475307,45.0,90.9090909090909,94.11764705882354,80.0,1.0171619447398823,1.3022312115018815,0.9326477024785946,0.9714295692963656,1.4001130371073252,15.0,-0.08799483808056419,-5.75,-39.5,2,19,991
1.0596651435850146,55.00000000000001,33.333333333333336,57.142857142857146,55.0,1.0398582594115169,1.0741186444498483,0.9376994422040147,0.8973871295848105,1.2165580219079812,65.0,-0.1011072819937604,-11.499999999999993,-4.25,3,19,991
0.9962049770271774,25.0,100.0,100.0,95.0,1.039195625221928,1.0094434293783088,0.9301826905382709,0.9467879592212285,1.5190617370389752,15.0,0.008232721406812193,-7.0,-20.0,1,20,991
1.0171773006667528,55.00000000000001,100.0,100.0,95.0,1.019118940206912,0.9964043711486394,0.9471148349449664,0.9896347822253937,1.8949422578291268,40.0,-0.0784856404613421,4.250000000000007,-14.5,2,20,991
1.0250092343983346,65.0,57.142857142857146,83.33333333333333,40.0,1.1746527768223756,0.9971496470255188,0.938521281291556,0.9248023221470991,1.1648269032460923,70.0,-0.13576319118044045,-1.5,0.75,3,20,991
0.9527931124046826,20.0,81.25,86.66666666666667,90.0,1.4668071938611016,1.230904836865724,0.9719880102890276,0.9061037673318307,0.9506151209481278,25.0,0.024567131646021867,2.25,-8.25,1,1,992
1.0206262264377486,35.0,46.15384615384615,69.23076923076923,35.0,1.1694520518473575,1.2511267333195881,1.437118581951414,0.9942854678163625,0.9014620577687452,35.0,0.019788044615298483,7.75,-8.0,2,1,992
