,,FE,,,RE,,,
,,slope,1|subj,dwaic,slope|subj,1|subj,dwaic,WaicRE-waicFE
Dsubj_optout_oo,mood,-2.18072931717908,-0.452251539204582,-1.14344537179431,-0.126403550726107,0.038068738564633,-0.91267974368975,0.230765628104564
,real_stress,2.8449621211477,-0.596673183219042,-0.569825748294761,0.988969546697647,0.179418862562581,1.14198663397019,1.71181238226495
,food,1.67391200747648,-0.007156161103182,-0.967966392038761,0.300757308234358,-0.252598525136718,-0.074605363962519,0.893361028076242
,sleep,-3.51932327254237,-0.111420062463176,-0.732047400167744,-0.318450047671985,0.181257766238574,-0.538834508689092,0.193212891478652
OKubj_RT_no,mood,0.008464121963651,-5.23358604939049E-05,-0.910439221903175,0.002216752063588,-0.000337208877746,0.997960096344059,1.90839931824723
,real_stress,-0.008106558035333,-1.78530317529614E-05,-0.855724356269661,-0.000563918911102,0.000242488459328,-0.354640909392856,0.501083446876805
,food,0.014435990999952,7.73071951075239E-05,-0.527210925351483,0.001725468592519,-6.88057955724892E-05,0.465753543340952,0.992964468692435
,sleep,0.008021417590274,-0.000113557082907,-0.489944900237902,0.000555893353756,-0.000342050648638,-0.312193304363802,0.177751595874099
